gene,count,length
ENST00000427445,91,1542
ENST00000643144,358,1650
ENST00000222573,1132,2310
ENST00000222572,411,1065
ENST00000525900,373,1233
ENST00000222574,431,1545
ENST00000246548,562,1923
ENST00000525908,686,1887
ENST00000525902,947,1851
ENST00000427442,705,2607
ENST00000246549,233,993
ENST00000403470,215,855
ENST00000643137,225,1026
ENST00000403463,151,63
ENST00000618183,438,786
ENST00000618182,1304,5949
ENST00000643139,293,2220
ENST00000618181,394,1671
ENST00000222584,819,2355
ENST00000246533,226,807
ENST00000246532,169,1068
ENST00000246535,286,1077
ENST00000403482,405,1875
ENST00000427422,496,738
ENST00000403477,418,1548
ENST00000452443,588,2133
ENST00000452446,190,441
ENST00000452445,3935,2451
ENST00000452448,4277,1620
ENST00000643121,224,786
ENST00000452449,1107,4203
ENST00000643122,344,444
ENST00000618196,1023,2901
ENST00000643128,597,1257
ENST00000618192,7438,9366
ENST00000452441,651,2742
ENST00000222511,427,1164
ENST00000452455,1286,3522
ENST00000403444,376,1395
ENST00000427411,544,2418
ENST00000427410,557,894
ENST00000393555,331,1587
ENST00000427414,578,2196
ENST00000643197,926,1434
ENST00000393551,276,864
ENST00000452451,677,1779
ENST00000584297,227,246
ENST00000643193,682,1377
ENST00000643195,258,948
ENST00000393569,785,1980
ENST00000393568,759,1989
ENST00000403461,354,1107
ENST00000393565,441,2088
ENST00000393564,368,1548
ENST00000393567,5859,15366
ENST00000427401,662,1611
ENST00000393561,1323,5433
ENST00000643187,3989,3003
ENST00000393560,739,2553
ENST00000403458,112,954
ENST00000643188,333,1425
ENST00000393562,365,1638
ENST00000584284,183,666
ENST00000452462,6231,1266
ENST00000452464,377,1008
ENST00000452463,660,747
ENST00000643183,169,360
ENST00000643185,1865,9519
ENST00000246505,405,1362
ENST00000403422,227,816
ENST00000393576,417,1629
ENST00000452476,295,1140
ENST00000393578,223,273
ENST00000452479,947,1086
ENST00000393577,1104,357
ENST00000393572,149,579
ENST00000643175,656,420
ENST00000403425,121,138
ENST00000403427,313,978
ENST00000584272,275,1389
ENST00000222547,144,357
ENST00000643173,1093,2301
ENST00000222543,313,708
ENST00000393587,204,1434
ENST00000403433,282,609
ENST00000403432,1011,3195
ENST00000393586,203,1599
ENST00000452489,434,867
ENST00000393588,201,549
ENST00000403437,1924,5814
ENST00000403435,753,1686
ENST00000393585,232,549
ENST00000393580,345,1293
ENST00000525962,1304,2556
ENST00000393518,392,345
ENST00000393514,679,2136
ENST00000525967,521,1488
ENST00000368554,572,957
ENST00000368553,878,2010
ENST00000344586,180,1095
ENST00000393512,812,2478
ENST00000368555,99,477
ENST00000511313,131,231
ENST00000368552,88,405
ENST00000344581,230,1602
ENST00000368551,82,330
ENST00000550929,243,915
ENST00000368558,149,375
ENST00000550924,551,2343
ENST00000368557,251,489
ENST00000368559,2099,5667
ENST00000549941,550,2184
ENST00000525955,184,669
ENST00000549940,517,1473
ENST00000525954,324,1431
ENST00000525950,731,744
ENST00000393528,2071,2001
ENST00000393524,866,3771
ENST00000393527,722,2418
ENST00000393526,214,360
ENST00000511324,8004,3900
ENST00000344595,305,1023
ENST00000511320,806,2160
ENST00000368547,254,873
ENST00000368549,979,2568
ENST00000393539,348,1932
ENST00000549919,3077,2493
ENST00000393537,144,552
ENST00000393531,383,1341
ENST00000368531,352,744
ENST00000368533,409,747
ENST00000393533,598,1974
ENST00000368530,406,858
ENST00000535302,1345,6993
ENST00000535309,317,264
ENST00000535306,276,861
ENST00000549920,156,567
ENST00000525975,870,3585
ENST00000525974,252,507
ENST00000549924,68,447
ENST00000549921,754,1527
ENST00000393547,547,1296
ENST00000368521,252,762
ENST00000344576,1786,2118
ENST00000393543,168,210
ENST00000344575,322,1776
ENST00000393545,508,1800
ENST00000393540,516,2391
ENST00000550916,533,1035
ENST00000368525,112,306
ENST00000344579,147,642
ENST00000344578,439,738
ENST00000344577,1393,1446
ENST00000525929,9953,2814
ENST00000368597,375,387
ENST00000368599,264,930
ENST00000368594,1818,1239
ENST00000368593,1735,1164
ENST00000368596,119,945
ENST00000368592,183,834
ENST00000525919,1076,3972
ENST00000549903,1093,1758
ENST00000427495,5114,1425
ENST00000427494,308,609
ENST00000368586,2850,8148
ENST00000368589,115,354
ENST00000368585,437,1218
ENST00000525943,358,1110
ENST00000427482,1691,1044
ENST00000368581,366,1803
ENST00000427481,3175,540
ENST00000368580,352,1410
ENST00000368576,413,1737
ENST00000368575,224,612
ENST00000427476,294,1203
ENST00000427478,123,378
ENST00000368571,1213,3426
ENST00000368573,234,843
ENST00000427473,146,414
ENST00000525934,127,96
ENST00000393504,970,2085
ENST00000525936,107,471
ENST00000452400,2418,4395
ENST00000368564,602,1620
ENST00000427468,1112,3045
ENST00000368567,111,255
ENST00000452404,150,417
ENST00000368563,856,2709
ENST00000368562,480,1488
ENST00000295497,474,1005
ENST00000344629,221,1038
ENST00000319669,352,867
ENST00000535373,700,1311
ENST00000295491,134,429
ENST00000319675,937,1188
ENST00000535366,252,1305
ENST00000559336,539,921
ENST00000319670,961,3048
ENST00000320658,2790,1401
ENST00000344627,318,792
ENST00000344626,1943,4944
ENST00000344624,1524,4125
ENST00000608704,322,1356
ENST00000608703,117,1431
ENST00000344622,328,558
ENST00000320650,623,489
ENST00000598953,395,1056
ENST00000305031,3225,2649
ENST00000295488,663,3306
ENST00000559345,323,708
ENST00000535355,631,3228
ENST00000535353,5,237
ENST00000535359,1020,3306
ENST00000535358,420,1323
ENST00000560335,642,1518
ENST00000344636,532,1596
ENST00000320640,1793,1839
ENST00000305045,303,933
ENST00000549996,995,1278
ENST00000550981,148,591
ENST00000550983,102,1290
ENST00000574954,304,654
ENST00000535391,227,615
ENST00000295470,262,1263
ENST00000319688,786,3096
ENST00000559312,642,1371
ENST00000535388,387,1128
ENST00000535387,585,3390
ENST00000320676,767,1176
ENST00000319694,99,390
ENST00000559313,341,1605
ENST00000560305,274,450
ENST00000560303,349,534
ENST00000560302,740,540
ENST00000329008,6926,660
ENST00000344604,513,2100
ENST00000320672,1994,1086
ENST00000329006,166,708
ENST00000295463,427,1587
ENST00000574940,254,1284
ENST00000329003,201,1164
ENST00000598976,918,458
ENST00000574946,748,1728
ENST00000305051,365,1047
ENST00000535381,162,417
ENST00000550991,220,915
ENST00000535384,1859,1062
ENST00000295461,302,1233
ENST00000535378,1203,3192
ENST00000320665,490,1119
ENST00000344616,88,315
ENST00000344610,1208,2721
ENST00000305046,503,1128
ENST00000295452,1890,1398
ENST00000295454,4424,1425
ENST00000330020,343,1155
ENST00000329035,167,684
ENST00000295453,524,1599
ENST00000330029,75,192
ENST00000368630,375,1122
ENST00000511355,160,249
ENST00000368633,375,2082
ENST00000320699,474,1227
ENST00000368632,470,1377
ENST00000535327,496,516
ENST00000535325,1059,4497
ENST00000574938,61,282
ENST00000368638,80,363
ENST00000549982,317,429
ENST00000320694,794,1275
ENST00000368636,225,780
ENST00000295440,46,381
ENST00000525998,804,1539
ENST00000574924,126,255
ENST00000549989,53,270
ENST00000329021,427,813
ENST00000549987,1038,1416
ENST00000633708,406,864
ENST00000511367,1546,4125
ENST00000368622,977,1110
ENST00000511368,1548,1713
ENST00000368621,162,975
ENST00000368627,458,1239
ENST00000295448,296,831
ENST00000535318,511,1647
ENST00000329016,3432,2964
ENST00000608736,163,249
ENST00000549992,228,387
ENST00000368623,162,975
ENST00000305089,398,501
ENST00000574912,14,372
ENST00000344642,368,819
ENST00000511377,7409,3405
ENST00000344641,408,789
ENST00000535342,3482,2868
ENST00000187608,317,879
ENST00000511374,433,258
ENST00000535348,1020,3153
ENST00000535346,536,1710
ENST00000271469,438,1569
ENST00000368613,658,1593
ENST00000344646,638,2184
ENST00000368612,619,1407
ENST00000344644,2886,1593
ENST00000550948,382,1239
ENST00000368614,701,1593
ENST00000550952,899,2778
ENST00000329047,1527,1707
ENST00000330010,603,1836
ENST00000305097,273,1122
ENST00000574902,300,1380
ENST00000329043,774,2736
ENST00000511392,107,327
ENST00000330014,7048,2376
ENST00000535334,851,978
ENST00000344651,160,756
ENST00000368600,223,1128
ENST00000535338,455,2100
ENST00000511384,418,981
ENST00000535336,348,330
ENST00000535335,277,1488
ENST00000368606,155,432
ENST00000368605,158,948
ENST00000368608,176,1314
ENST00000368607,223,1188
ENST00000344657,3956,5016
ENST00000368602,605,546
ENST00000368601,149,654
ENST00000549970,136,264
ENST00000368603,223,1188
ENST00000608796,175,513
ENST00000246489,547,1914
ENST00000295414,324,1080
ENST00000618119,4816,3732
ENST00000584379,1025,3384
ENST00000476342,812,1296
ENST00000618123,757,1674
ENST00000403402,135,1029
ENST00000295417,254,1758
ENST00000452374,152,471
ENST00000271452,512,1395
ENST00000271450,444,954
ENST00000295400,620,483
ENST00000618129,171,450
ENST00000618136,529,936
ENST00000403410,661,876
ENST00000584368,624,2727
ENST00000403412,422,1290
ENST00000295408,1369,3000
ENST00000633730,396,1293
ENST00000618101,684,1914
ENST00000452392,585,2531
ENST00000618113,1359,3939
ENST00000618116,264,513
ENST00000560398,703,1458
ENST00000584347,65,396
ENST00000560397,289,465
ENST00000476351,200,1122
ENST00000633794,1530,3234
ENST00000598904,282,1359
ENST00000320619,554,837
ENST00000319622,438,1596
ENST00000618169,267,696
ENST00000643116,953,3648
ENST00000560364,958,948
ENST00000320610,1718,5544
ENST00000618164,266,396
ENST00000584337,5529,1599
ENST00000560369,1115,2076
ENST00000618166,648,939
ENST00000618160,284,489
ENST00000618163,988,2592
ENST00000560361,943,2871
ENST00000598913,505,2079
ENST00000222481,438,1260
ENST00000559390,409,1503
ENST00000222482,524,1266
ENST00000559397,375,855
ENST00000320602,535,2022
ENST00000618175,206,1308
ENST00000476371,154,387
ENST00000618172,609,2298
ENST00000618171,229,1977
ENST00000560371,965,1707
ENST00000643108,2544,5871
ENST00000271417,865,1920
ENST00000598925,221,183
ENST00000574993,210,840
ENST00000618139,431,1896
ENST00000319653,7687,5169
ENST00000320631,458,1605
ENST00000618147,460,933
ENST00000584314,46,135
ENST00000319651,912,4905
ENST00000320634,492,951
ENST00000560346,574,2046
ENST00000320636,127,1284
ENST00000598928,336,171
ENST00000598935,87,363
ENST00000574988,123,621
ENST00000319637,384,888
ENST00000319636,1054,1575
ENST00000574980,113,417
ENST00000560355,73,168
ENST00000320623,195,825
ENST00000584307,615,1632
ENST00000618156,284,618
ENST00000584306,958,4905
ENST00000618155,86,618
ENST00000618150,388,1245
ENST00000378088,141,519
ENST00000427581,1070,2106
ENST00000427575,197,909
ENST00000452533,685,2133
ENST00000618088,1804,1917
ENST00000378092,879,1062
ENST00000618084,213,483
ENST00000378090,70,216
ENST00000378094,437,2634
ENST00000378099,3005,585
ENST00000378097,927,1104
ENST00000643031,1670,2346
ENST00000427569,246,1239
ENST00000618099,482,2385
ENST00000618098,447,2391
ENST00000643024,298,486
ENST00000643023,462,1455
ENST00000618094,757,1257
ENST00000618091,403,1878
ENST00000006750,246,690
ENST00000354098,399,1335
ENST00000403593,291,990
ENST00000427562,396,711
ENST00000403586,351,1908
ENST00000452555,212,1266
ENST00000643011,127,345
ENST00000427557,7980,2277
ENST00000476527,406,2355
ENST00000618063,175,1047
ENST00000222462,330,1098
ENST00000643004,318,393
ENST00000427542,140,270
ENST00000427544,225,360
ENST00000643000,1038,1698
ENST00000618076,269,1239
ENST00000618073,1055,1071
ENST00000633691,621,3435
ENST00000618072,108,264
ENST00000618075,486,603
ENST00000618074,238,645
ENST00000643008,381,1479
ENST00000643007,35,429
ENST00000378045,138,468
ENST00000378043,332,1758
ENST00000006777,254,1095
ENST00000378046,618,468
ENST00000643085,860,2139
ENST00000393679,162,774
ENST00000403565,1231,984
ENST00000403564,149,585
ENST00000427531,2933,933
ENST00000393674,414,960
ENST00000393677,347,1236
ENST00000427534,1332,6798
ENST00000393676,153,774
ENST00000403562,1462,1146
ENST00000476549,291,1059
ENST00000378053,435,1950
ENST00000378058,1579,642
ENST00000643072,856,3342
ENST00000643074,328,1374
ENST00000403581,559,1236
ENST00000222402,273,444
ENST00000427521,300,879
ENST00000393688,398,2283
ENST00000427522,1240,6243
ENST00000452588,875,2934
ENST00000393687,345,2049
ENST00000403579,244,1335
ENST00000393681,165,774
ENST00000427526,859,2667
ENST00000452583,2546,708
ENST00000584164,88,438
ENST00000378062,169,402
ENST00000378061,619,2259
ENST00000378060,422,1161
ENST00000584166,322,1374
ENST00000378069,735,1563
ENST00000403550,302,1197
ENST00000393699,523,1062
ENST00000427512,292,1134
ENST00000393693,207,405
ENST00000393695,1339,6348
ENST00000378073,1741,1320
ENST00000378072,1729,1728
ENST00000584156,1757,1452
ENST00000476567,72,237
ENST00000452595,1071,2367
ENST00000378078,275,1176
ENST00000378076,3032,3192
ENST00000378075,88,879
ENST00000378079,441,1359
ENST00000427500,293,1464
ENST00000643049,337,972
ENST00000403558,410,1632
ENST00000643046,34,705
ENST00000403559,3463,2199
ENST00000378083,603,1248
ENST00000476556,956,3039
ENST00000329078,507,1650
ENST00000378000,635,1050
ENST00000525842,597,1362
ENST00000549814,1749,4569
ENST00000378004,2631,2445
ENST00000330062,439,1359
ENST00000598780,74,387
ENST00000393638,235,909
ENST00000549817,131,372
ENST00000368680,710,3186
ENST00000525849,3040,1851
ENST00000393637,635,2289
ENST00000598785,258,828
ENST00000393631,567,1374
ENST00000393630,1411,5154
ENST00000368676,3598,2217
ENST00000368671,259,681
ENST00000330070,247,1071
ENST00000368679,3929,2730
ENST00000368678,1403,1605
ENST00000550804,422,2076
ENST00000329066,3105,2802
ENST00000378011,308,810
ENST00000354024,501,1830
ENST00000378016,3223,15453
ENST00000525839,1280,2013
ENST00000378017,1578,2193
ENST00000354026,706,2346
ENST00000393648,656,2205
ENST00000511201,245,1014
ENST00000368666,282,1119
ENST00000393640,289,1053
ENST00000368662,277,1428
ENST00000368661,345,2193
ENST00000511209,656,1398
ENST00000511206,453,2667
ENST00000368667,1022,1614
ENST00000330045,344,876
ENST00000378023,640,1776
ENST00000329099,154,435
ENST00000378026,339,1809
ENST00000525863,572,2766
ENST00000378024,2871,17673
ENST00000393657,356,1113
ENST00000393658,2204,837
ENST00000344686,594,2844
ENST00000368653,1892,8691
ENST00000393655,819,1383
ENST00000368655,956,1782
ENST00000344683,2060,2508
ENST00000368654,1893,9771
ENST00000643098,337,1131
ENST00000393651,1773,2100
ENST00000344680,416,1419
ENST00000511217,1187,2190
ENST00000511216,592,2130
ENST00000368656,124,243
ENST00000511218,342,837
ENST00000378034,229,1485
ENST00000330055,250,1389
ENST00000378037,433,2052
ENST00000378036,344,453
ENST00000329082,718,1353
ENST00000393667,1742,9810
ENST00000643092,703,5100
ENST00000368642,3265,1761
ENST00000511224,332,1146
ENST00000344697,343,1743
ENST00000393664,293,1455
ENST00000368644,363,1008
ENST00000016171,246,1233
ENST00000643088,1321,5217
ENST00000393660,252,189
ENST00000344692,109,231
ENST00000344691,947,1362
ENST00000393661,290,420
ENST00000368648,1861,1656
ENST00000344698,884,2334
ENST00000354078,380,294
ENST00000525803,122,186
ENST00000354082,434,1554
ENST00000354069,2159,753
ENST00000393609,1074,4353
ENST00000354064,232,657
ENST00000393606,465,2184
ENST00000393605,825,3633
ENST00000393608,449,2514
ENST00000452508,2591,9171
ENST00000393603,2531,2472
ENST00000393600,242,1020
ENST00000354071,786,4200
ENST00000354056,159,795
ENST00000525823,91,327
ENST00000330083,295,1230
ENST00000525825,340,1152
ENST00000393612,575,2307
ENST00000393614,448,1452
ENST00000452510,762,3099
ENST00000368696,82,162
ENST00000393611,111,612
ENST00000368698,99,444
ENST00000368693,2303,1038
ENST00000368695,2306,1020
ENST00000368694,282,747
ENST00000525810,1450,408
ENST00000354042,673,1881
ENST00000525817,521,1428
ENST00000393627,500,972
ENST00000393629,1356,5136
ENST00000368690,283,750
ENST00000393623,796,1875
ENST00000525815,553,1125
ENST00000427587,359,993
ENST00000368686,131,306
ENST00000368685,93,411
ENST00000368687,220,672
ENST00000368682,1407,1605
ENST00000368681,86,453
ENST00000354050,339,1326
ENST00000368689,270,402
ENST00000550887,1126,633
ENST00000305141,348,1281
ENST00000295379,338,1275
ENST00000368719,52,273
ENST00000330106,102,450
ENST00000319788,112,471
ENST00000511280,102,1593
ENST00000320776,82,654
ENST00000368710,101,294
ENST00000319792,612,1101
ENST00000511277,90,210
ENST00000344749,709,1803
ENST00000368716,84,306
ENST00000368715,81,306
ENST00000305139,1933,1599
ENST00000368718,128,279
ENST00000368717,101,279
ENST00000305138,548,2013
ENST00000368712,105,306
ENST00000305135,1230,4269
ENST00000329106,359,915
ENST00000344743,462,891
ENST00000368714,208,306
ENST00000368713,109,306
ENST00000598831,98,564
ENST00000329101,1844,2793
ENST00000368709,95,294
ENST00000295367,362,510
ENST00000368708,97,294
ENST00000550896,1853,5031
ENST00000550890,444,813
ENST00000560219,393,300
ENST00000511294,5848,3015
ENST00000319778,828,2442
ENST00000330115,173,342
ENST00000598830,84,387
ENST00000559233,705,2697
ENST00000535240,359,1284
ENST00000511290,158,399
ENST00000535234,130,366
ENST00000319783,604,2118
ENST00000535233,382,2016
ENST00000559228,562,1866
ENST00000560217,147,693
ENST00000320767,109,579
ENST00000535237,408,1224
ENST00000368705,96,312
ENST00000368704,100,312
ENST00000368707,86,288
ENST00000368706,126,312
ENST00000344756,329,537
ENST00000368701,88,315
ENST00000344754,1325,5130
ENST00000368703,87,312
ENST00000368702,93,315
ENST00000271385,1250,3477
ENST00000305165,519,528
ENST00000608611,215,528
ENST00000598845,165,264
ENST00000329134,277,3240
ENST00000535270,1743,6780
ENST00000535274,213,1062
ENST00000535273,438,1236
ENST00000598840,538,798
ENST00000535268,437,1383
ENST00000511297,1258,4104
ENST00000344726,258,300
ENST00000574838,62,243
ENST00000305159,201,963
ENST00000344722,855,3867
ENST00000329125,327,1959
ENST00000344721,2523,2955
ENST00000344720,2291,1611
ENST00000329122,119,216
ENST00000549884,854,5712
ENST00000393709,95,519
ENST00000393708,137,561
ENST00000393705,148,585
ENST00000393704,297,921
ENST00000393707,125,348
ENST00000393706,295,1686
ENST00000535264,359,1851
ENST00000393701,262,1341
ENST00000393700,266,1284
ENST00000393703,149,585
ENST00000393702,138,309
ENST00000344730,824,3195
ENST00000320785,628,3312
ENST00000535254,629,3198
ENST00000559205,275,264
ENST00000535259,2955,3435
ENST00000549890,465,1419
ENST00000559209,978,2988
ENST00000344733,1374,4344
ENST00000549893,320,147
ENST00000329117,722,2736
ENST00000344731,375,1176
ENST00000598865,256,525
ENST00000305188,370,1806
ENST00000330143,240,1125
ENST00000550845,32,204
ENST00000329151,122,510
ENST00000574814,61,561
ENST00000329153,771,4095
ENST00000329152,342,2022
ENST00000511240,633,1008
ENST00000330149,213,477
ENST00000354115,301,480
ENST00000368751,218,219
ENST00000535206,587,678
ENST00000368750,121,219
ENST00000368759,456,969
ENST00000535209,417,2517
ENST00000550847,206,504
ENST00000368756,99,219
ENST00000550846,110,255
ENST00000368755,106,219
ENST00000368758,104,219
ENST00000368757,100,219
ENST00000525876,135,606
ENST00000271375,321,483
ENST00000305199,84,474
ENST00000329143,415,2997
ENST00000330154,394,1899
ENST00000329146,110,627
ENST00000549863,447,966
ENST00000271373,187,384
ENST00000295321,556,2460
ENST00000608620,352,1098
ENST00000295324,305,765
ENST00000549867,670,1275
ENST00000295326,92,306
ENST00000511251,138,186
ENST00000598871,110,342
ENST00000354106,1365,3015
ENST00000354105,394,1617
ENST00000344795,102,390
ENST00000368742,181,939
ENST00000344791,199,894
ENST00000368748,114,222
ENST00000549872,283,1197
ENST00000344799,673,1290
ENST00000550857,2107,5724
ENST00000368744,43,351
ENST00000368747,125,297
ENST00000329138,530,2334
ENST00000549832,339,1389
ENST00000608655,309,1473
ENST00000330120,566,1410
ENST00000295314,167,1038
ENST00000549833,246,270
ENST00000511262,1173,1413
ENST00000330125,582,2958
ENST00000598885,630,306
ENST00000330123,612,225
ENST00000511257,451,1161
ENST00000344762,848,2856
ENST00000535223,467,471
ENST00000368732,85,282
ENST00000511258,122,204
ENST00000535225,922,1917
ENST00000295317,320,1203
ENST00000368738,88,345
ENST00000368737,107,279
ENST00000344768,826,1869
ENST00000368739,398,1110
ENST00000550824,383,1734
ENST00000368733,87,282
ENST00000368735,79,330
ENST00000330133,114,417
ENST00000608645,318,1356
ENST00000550831,531,738
ENST00000525897,157,792
ENST00000329168,295,555
ENST00000525899,453,672
ENST00000271357,660,1641
ENST00000295304,143,555
ENST00000511273,8312,1773
ENST00000330137,317,366
ENST00000598895,99,264
ENST00000344774,280,954
ENST00000344773,2321,1248
ENST00000368721,321,1104
ENST00000511269,5335,1302
ENST00000368720,52,273
ENST00000344770,180,1560
ENST00000535215,658,549
ENST00000535214,293,1347
ENST00000368729,212,306
ENST00000368728,163,306
ENST00000550836,79,198
ENST00000368723,145,306
ENST00000344777,301,903
ENST00000368722,135,306
ENST00000368725,152,339
ENST00000222399,1347,5361
ENST00000271324,371,660
ENST00000285968,1435,6039
ENST00000261994,436,1335
ENST00000476465,245,468
ENST00000618006,396,570
ENST00000618005,320,1356
ENST00000403525,1183,6489
ENST00000618002,1802,948
ENST00000618001,425,861
ENST00000452490,247,837
ENST00000403528,293,1278
ENST00000560281,1193,1113
ENST00000403527,1266,1314
ENST00000584250,28,231
ENST00000271331,143,318
ENST00000271332,1517,8772
ENST00000285979,784,1473
ENST00000618007,91,1656
ENST00000403532,256,801
ENST00000618015,824,1320
ENST00000618014,204,1299
ENST00000618010,303,342
ENST00000261980,344,1086
ENST00000560294,632,1977
ENST00000476491,395,1773
ENST00000285947,172,900
ENST00000559281,246,747
ENST00000319725,599,1719
ENST00000320717,683,2010
ENST00000285949,274,1569
ENST00000319720,251,753
ENST00000559279,541,2433
ENST00000560266,292,495
ENST00000403503,195,135
ENST00000584230,281,273
ENST00000271308,225,726
ENST00000560262,1795,4227
ENST00000319715,990,5379
ENST00000320704,225,996
ENST00000559295,527,1194
ENST00000559294,85,291
ENST00000403510,776,1749
ENST00000320701,45,927
ENST00000320700,187,900
ENST00000476470,130,126
ENST00000560270,64,294
ENST00000584220,93,414
ENST00000560274,68,165
ENST00000535291,529,1560
ENST00000285928,1337,2478
ENST00000535296,450,1800
ENST00000535295,899,1236
ENST00000560246,334,537
ENST00000618048,113,642
ENST00000261951,757,1674
ENST00000618049,518,2223
ENST00000560249,454,1239
ENST00000618043,346,690
ENST00000320736,939,1617
ENST00000618046,447,2229
ENST00000618040,1889,2241
ENST00000344700,141,519
ENST00000535282,585,1812
ENST00000559271,186,1455
ENST00000261947,792,1155
ENST00000246314,882,1881
ENST00000535286,1143,2235
ENST00000559275,575,2766
ENST00000261942,526,1338
ENST00000574882,285,1182
ENST00000261944,1280,3933
ENST00000618057,2778,1338
ENST00000285930,320,951
ENST00000618056,821,747
ENST00000560258,154,390
ENST00000305108,727,567
ENST00000305107,702,1587
ENST00000618050,591,1707
ENST00000305105,217,465
ENST00000618052,99,411
ENST00000305103,108,675
ENST00000344710,583,2436
ENST00000574876,610,3393
ENST00000222374,270,1167
ENST00000285908,140,390
ENST00000598800,760,2592
ENST00000559240,2410,1020
ENST00000319769,219,1182
ENST00000285900,4347,2721
ENST00000618019,1302,2691
ENST00000574872,66,315
ENST00000261978,1632,5466
ENST00000559234,1022,2871
ENST00000618025,594,1668
ENST00000559237,877,2901
ENST00000261973,787,2532
ENST00000320756,138,447
ENST00000559239,363,1926
ENST00000319770,477,1551
ENST00000320755,1188,2037
ENST00000598806,185,216
ENST00000598808,306,846
ENST00000320750,439,1074
ENST00000598810,483,1356
ENST00000222388,438,1905
ENST00000222382,515,1515
ENST00000222381,515,1068
ENST00000246337,189,1104
ENST00000559250,357,1530
ENST00000261965,1107,2724
ENST00000320741,259,735
ENST00000320740,284,1410
ENST00000320743,886,3360
ENST00000319760,463,948
ENST00000535298,176,861
ENST00000618035,102,1077
ENST00000222390,1596,2187
ENST00000305124,1014,717
ENST00000305123,1140,3729
ENST00000462462,120,150
ENST00000222792,2082,1407
ENST00000462460,743,3096
ENST00000207157,1234,1491
ENST00000535924,1479,549
ENST00000535923,202,900
ENST00000197268,509,1869
ENST00000535926,397,1842
ENST00000486443,107,342
ENST00000486442,2292,2628
ENST00000232125,219,435
ENST00000271732,371,858
ENST00000535916,295,579
ENST00000535915,805,2460
ENST00000462484,1245,2427
ENST00000437480,775,291
ENST00000246785,266,1005
ENST00000521301,65,246
ENST00000246784,158,753
ENST00000521309,344,378
ENST00000535943,318,1017
ENST00000535941,2607,2871
ENST00000511970,1136,747
ENST00000256103,215,399
ENST00000256104,118,399
ENST00000511976,2038,1830
ENST00000437477,1136,1563
ENST00000256108,333,834
ENST00000535949,1342,3021
ENST00000437473,1927,1422
ENST00000511982,244,453
ENST00000437468,473,237
ENST00000535933,746,1452
ENST00000271715,943,4233
ENST00000437464,1241,11778
ENST00000222753,222,1167
ENST00000437457,1009,1452
ENST00000511912,427,1854
ENST00000222761,215,606
ENST00000486483,447,1974
ENST00000305628,473,1125
ENST00000305626,170,690
ENST00000305625,134,585
ENST00000511927,10,171
ENST00000305620,430,1590
ENST00000413473,573,1746
ENST00000413476,669,1215
ENST00000486455,335,828
ENST00000246747,126,555
ENST00000329608,386,1665
ENST00000437437,343,921
ENST00000535902,310,1296
ENST00000305632,281,1344
ENST00000535906,389,1773
ENST00000305631,269,972
ENST00000535904,578,744
ENST00000329600,137,1158
ENST00000413465,11829,858
ENST00000413464,774,4203
ENST00000486460,208,348
ENST00000437429,385,1149
ENST00000437425,697,1191
ENST00000437422,135,318
ENST00000305641,342,2061
ENST00000437420,476,1068
ENST00000511944,338,444
ENST00000521364,573,1272
ENST00000545335,1258,1044
ENST00000545334,646,330
ENST00000521367,206,699
ENST00000521366,215,303
ENST00000545337,125,564
ENST00000545336,2236,1326
ENST00000222718,271,1131
ENST00000521353,277,1851
ENST00000521356,818,2814
ENST00000618804,1350,1758
ENST00000584924,1827,1080
ENST00000618806,418,1170
ENST00000222726,252,813
ENST00000222725,209,1140
ENST00000618802,134,405
ENST00000559991,137,1056
ENST00000535992,244,528
ENST00000560970,311,855
ENST00000222728,226,702
ENST00000535997,258,399
ENST00000569305,448,2553
ENST00000569302,1447,864
ENST00000521389,794,1260
ENST00000545312,396,924
ENST00000545314,507,672
ENST00000545317,190,561
ENST00000462403,205,936
ENST00000560949,1079,921
ENST00000559950,150,393
ENST00000560940,331,471
ENST00000521374,264,1479
ENST00000545322,146,186
ENST00000521376,2710,441
ENST00000545328,766,2211
ENST00000560955,1337,5595
ENST00000222747,584,918
ENST00000560959,213,828
ENST00000559969,218,1356
ENST00000521381,1523,2175
ENST00000378561,297,1617
ENST00000378560,352,807
ENST00000378566,326,702
ENST00000378565,289,801
ENST00000618836,270,447
ENST00000378569,137,300
ENST00000618838,215,606
ENST00000618833,5524,4821
ENST00000618832,79,282
ENST00000618834,1188,2397
ENST00000559932,67,204
ENST00000559935,116,402
ENST00000378572,415,1029
ENST00000378576,299,879
ENST00000545306,503,1896
ENST00000618847,2390,1332
ENST00000521315,168,576
ENST00000618849,1351,2961
ENST00000378578,149,351
ENST00000560939,728,2325
ENST00000545309,503,555
ENST00000618846,5525,4578
ENST00000486402,60,330
ENST00000618853,748,3867
ENST00000618852,605,1497
ENST00000378581,144,459
ENST00000521346,396,318
ENST00000618819,817,1782
ENST00000378588,503,1713
ENST00000521344,324,318
ENST00000378586,218,675
ENST00000378585,388,1359
ENST00000462446,567,4182
ENST00000618810,251,1335
ENST00000535983,3191,2088
ENST00000559910,192,948
ENST00000535987,188,1035
ENST00000535986,310,1032
ENST00000559911,224,612
ENST00000559916,445,360
ENST00000535988,73,261
ENST00000378595,738,2703
ENST00000462430,59,303
ENST00000521333,258,342
ENST00000618828,2094,3339
ENST00000618822,1404,2139
